N,P,K,temperature,humidity,ph,rainfall,label,season,soil type,state
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton,Kharif,clay,Tamil Nadu
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton,Kharif,red,Tamil Nadu
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton,Kharif,loamy,Uttar Pradesh
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton,Kharif,clay,Karnataka
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton,Kharif,sandy,Uttar Pradesh
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton,Kharif,sandy,Tamil Nadu
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton,Kharif,black,Tamil Nadu
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton,Kharif,black,Punjab
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton,Kharif,red,Karnataka
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton,Kharif,red,Karnataka
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton,Kharif,red,Tamil Nadu
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton,Kharif,clay,Maharashtra
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton,Kharif,loamy,Tamil Nadu
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton,Kharif,black,Uttar Pradesh
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton,Kharif,red,Maharashtra
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton,Kharif,black,Karnataka
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton,Kharif,loamy,Punjab
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton,Kharif,black,Maharashtra
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton,Kharif,sandy,Tamil Nadu
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,Kharif,red,Tamil Nadu
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton,Kharif,red,Tamil Nadu
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton,Kharif,loamy,Maharashtra
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton,Kharif,loamy,Maharashtra
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton,Kharif,clay,Punjab
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton,Kharif,black,Maharashtra
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton,Kharif,black,Karnataka
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton,Kharif,red,Tamil Nadu
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton,Kharif,sandy,Punjab
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton,Kharif,clay,Uttar Pradesh
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton,Kharif,clay,Karnataka
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton,Kharif,clay,Tamil Nadu
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton,Kharif,loamy,Maharashtra
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton,Kharif,black,Tamil Nadu
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton,Kharif,loamy,Maharashtra
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton,Kharif,red,Uttar Pradesh
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton,Kharif,sandy,Punjab
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute,Kharif,clay,Maharashtra
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,jute,Kharif,black,Karnataka
63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,jute,Kharif,loamy,Karnataka
86,40,39,25.72100868,88.16513579,6.207459637,175.6086697,jute,Kharif,loamy,Tamil Nadu
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute,Kharif,black,Tamil Nadu
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute,Kharif,sandy,Maharashtra
63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,jute,Kharif,black,Maharashtra
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute,Kharif,black,Karnataka
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute,Kharif,sandy,Punjab
74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,jute,Kharif,sandy,Uttar Pradesh
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute,Kharif,red,Tamil Nadu
74,46,45,25.75734909,88.36668522,6.025028997,189.4263485,jute,Kharif,sandy,Karnataka
89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,jute,Kharif,loamy,Karnataka
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute,Kharif,sandy,Uttar Pradesh
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute,Kharif,clay,Karnataka
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute,Kharif,black,Maharashtra
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute,Kharif,loamy,Punjab
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute,Kharif,black,Maharashtra
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute,Kharif,black,Maharashtra
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute,Kharif,black,Maharashtra
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute,Kharif,loamy,Karnataka
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute,Kharif,loamy,Punjab
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute,Kharif,loamy,Tamil Nadu
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute,Kharif,loamy,Tamil Nadu
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute,Kharif,black,Maharashtra
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute,Kharif,loamy,Karnataka
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute,Kharif,clay,Punjab
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute,Kharif,loamy,Tamil Nadu
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute,Kharif,loamy,Karnataka
82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute,Kharif,loamy,Punjab
69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,jute,Kharif,loamy,Uttar Pradesh
81,36,38,23.76554749,87.98329901,6.334837865,150.3166152,jute,Kharif,clay,Punjab
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute,Kharif,clay,Karnataka
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute,Kharif,sandy,Tamil Nadu
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute,Kharif,clay,Maharashtra
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute,Kharif,sandy,Uttar Pradesh
77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,jute,Kharif,sandy,Maharashtra
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute,Kharif,red,Maharashtra
62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,jute,Kharif,loamy,Karnataka
90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,jute,Kharif,red,Tamil Nadu
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute,Kharif,loamy,Karnataka
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute,Kharif,clay,Tamil Nadu
89,52,45,24.89326318,77.01222585,7.207457208,196.469984,jute,Kharif,clay,Maharashtra
77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,jute,Kharif,black,Maharashtra
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute,Kharif,black,Maharashtra
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute,Kharif,red,Uttar Pradesh
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute,Kharif,sandy,Tamil Nadu
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute,Kharif,red,Tamil Nadu
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute,Kharif,clay,Maharashtra
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute,Kharif,black,Tamil Nadu
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,jute,Kharif,black,Karnataka
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute,Kharif,black,Maharashtra
82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,jute,Kharif,clay,Tamil Nadu
100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,jute,Kharif,sandy,Tamil Nadu
88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,jute,Kharif,black,Karnataka
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute,Kharif,loamy,Karnataka
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute,Kharif,sandy,Karnataka
89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,jute,Kharif,clay,Uttar Pradesh
89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,jute,Kharif,black,Punjab
61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,jute,Kharif,black,Maharashtra
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute,Kharif,black,Karnataka
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,jute,Kharif,loamy,Punjab
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute,Kharif,loamy,Punjab
75,36,44,23.28081,74.27607475,6.613341343,153.7447398,jute,Kharif,clay,Uttar Pradesh
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute,Kharif,red,Karnataka
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute,Kharif,sandy,Karnataka
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute,Kharif,sandy,Maharashtra
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute,Kharif,clay,Tamil Nadu
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,jute,Kharif,sandy,Maharashtra
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute,Kharif,clay,Maharashtra
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute,Kharif,red,Maharashtra
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,jute,Kharif,clay,Uttar Pradesh
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute,Kharif,red,Uttar Pradesh
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute,Kharif,clay,Uttar Pradesh
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute,Kharif,red,Punjab
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute,Kharif,loamy,Maharashtra
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,jute,Kharif,loamy,Uttar Pradesh
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute,Kharif,clay,Uttar Pradesh
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute,Kharif,clay,Punjab
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute,Kharif,sandy,Karnataka
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute,Kharif,red,Karnataka
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute,Kharif,sandy,Maharashtra
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute,Kharif,black,Punjab
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,jute,Kharif,red,Maharashtra
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,jute,Kharif,sandy,Tamil Nadu
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,jute,Kharif,loamy,Maharashtra
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute,Kharif,red,Uttar Pradesh
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute,Kharif,red,Uttar Pradesh
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,jute,Kharif,clay,Maharashtra
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute,Kharif,black,Uttar Pradesh
80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,jute,Kharif,clay,Karnataka
77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,jute,Kharif,sandy,Tamil Nadu
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute,Kharif,loamy,Punjab
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,jute,Kharif,red,Tamil Nadu
93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,jute,Kharif,sandy,Karnataka
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute,Kharif,sandy,Tamil Nadu
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute,Kharif,red,Tamil Nadu
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute,Kharif,black,Punjab
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,jute,Kharif,red,Karnataka
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute,Kharif,red,Maharashtra
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee,Perennial,sandy,Punjab
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee,Perennial,sandy,Tamil Nadu
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,coffee,Perennial,black,Karnataka
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,coffee,Perennial,loamy,Tamil Nadu
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee,Perennial,red,Tamil Nadu
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee,Perennial,black,Uttar Pradesh
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,coffee,Perennial,red,Karnataka
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,coffee,Perennial,sandy,Punjab
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee,Perennial,clay,Punjab
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,coffee,Perennial,sandy,Tamil Nadu
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,coffee,Perennial,sandy,Punjab
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee,Perennial,black,Karnataka
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee,Perennial,red,Tamil Nadu
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee,Perennial,clay,Uttar Pradesh
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee,Perennial,sandy,Punjab
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,coffee,Perennial,clay,Karnataka
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee,Perennial,sandy,Uttar Pradesh
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee,Perennial,clay,Maharashtra
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,coffee,Perennial,sandy,Uttar Pradesh
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee,Perennial,loamy,Maharashtra
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee,Perennial,loamy,Tamil Nadu
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee,Perennial,sandy,Maharashtra
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee,Perennial,black,Tamil Nadu
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee,Perennial,red,Tamil Nadu
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee,Perennial,clay,Tamil Nadu
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee,Perennial,black,Maharashtra
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee,Perennial,sandy,Maharashtra
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,coffee,Perennial,clay,Karnataka
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee,Perennial,clay,Uttar Pradesh
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee,Perennial,sandy,Punjab
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee,Perennial,red,Maharashtra
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee,Perennial,red,Tamil Nadu
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee,Perennial,loamy,Uttar Pradesh
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee,Perennial,red,Maharashtra
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee,Perennial,loamy,Uttar Pradesh
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee,Perennial,sandy,Punjab
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee,Perennial,red,Punjab
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee,Perennial,red,Tamil Nadu
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee,Perennial,black,Karnataka
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,coffee,Perennial,sandy,Tamil Nadu
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee,Perennial,black,Uttar Pradesh
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,coffee,Perennial,sandy,Tamil Nadu
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee,Perennial,black,Tamil Nadu
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,coffee,Perennial,black,Uttar Pradesh
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee,Perennial,loamy,Uttar Pradesh
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee,Perennial,red,Punjab
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee,Perennial,clay,Punjab
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee,Perennial,sandy,Karnataka
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee,Perennial,sandy,Punjab
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,coffee,Perennial,clay,Tamil Nadu
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee,Perennial,red,Punjab
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee,Perennial,loamy,Karnataka
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,coffee,Perennial,clay,Maharashtra
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,coffee,Perennial,sandy,Uttar Pradesh
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee,Perennial,black,Karnataka
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee,Perennial,black,Punjab
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee,Perennial,loamy,Punjab
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee,Perennial,loamy,Karnataka
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee,Perennial,clay,Maharashtra
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee,Perennial,black,Tamil Nadu
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee,Perennial,red,Maharashtra
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee,Perennial,red,Karnataka
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee,Perennial,loamy,Tamil Nadu
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee,Perennial,sandy,Punjab
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,Perennial,clay,Maharashtra
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee,Perennial,sandy,Tamil Nadu
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,coffee,Perennial,sandy,Maharashtra
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,coffee,Perennial,black,Tamil Nadu
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee,Perennial,loamy,Maharashtra
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee,Perennial,loamy,Uttar Pradesh
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee,Perennial,sandy,Karnataka
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee,Perennial,black,Uttar Pradesh
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee,Perennial,red,Tamil Nadu
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,coffee,Perennial,black,Uttar Pradesh
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,coffee,Perennial,clay,Uttar Pradesh
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,coffee,Perennial,black,Punjab
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee,Perennial,sandy,Karnataka
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,coffee,Perennial,clay,Karnataka
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee,Perennial,red,Tamil Nadu
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee,Perennial,loamy,Maharashtra
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee,Perennial,red,Maharashtra
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,coffee,Perennial,black,Maharashtra
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee,Perennial,clay,Maharashtra
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,coffee,Perennial,red,Maharashtra
